	D36E_Col	D36E_Kb	D36E_FC	D36E_DEG	OG	KO.id	KO.description
PSPTO_4296	6.29667774340321	4.57696787918472	1.71970986421849	up	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
PSPTO_4297	9.66496775933381	4.34112614155887	5.32384161777494	up	OG0002146		
PSPTO_4298	7.37766864617243	5.82321337982617	1.55445526634626	up	OG0001221		
PSPTO_4299	2.66784218141179	5.86552748296197	-3.19768530155018	down	OG0003518		
PSPTO_4300	7.32270905418193	6.96861440225123	0.3540946519307	nonDEG	OG0000038	K03446	emrB; MFS transporter, DHA2 family, multidrug resistance protein
PSPTO_4301	3.63411658322724	4.23307893978205	-0.59896235655481	nonDEG	OG0004058		
PSPTO_4302	9.15166261857627	7.59145073718616	1.56021188139011	up	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
PSPTO_4303	9.73289075030308	8.0109428036281	1.72194794667498	up	OG0000066	K03585	acrA; membrane fusion protein, multidrug efflux system
PSPTO_4304	8.24284162026508	7.60943261769178	0.6334090025733	nonDEG	OG0000023	K18138	acrB; multidrug efflux pump
PSPTO_4305	9.2512292619678	8.51873890396325	0.732490358004551	nonDEG	OG0000059	K18139	oprM; outer membrane protein, multidrug efflux system
PSPTO_4306	6.63861186459447	6.75374494273119	-0.11513307813672	nonDEG	OG0000017	K03762	proP; MFS transporter, MHS family, proline/betaine transporter
PSPTO_4307	4.39053165542794	5.52831500887797	-1.13778335345003	nonDEG	OG0000031	K00626	E2.3.1.9; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]
PSPTO_4308	1.97228356581959	3.48190948016819	-1.5096259143486	nonDEG	OG0000244	K01029	E2.8.3.5B; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]
PSPTO_4309	3.53304310303333	3.5471883500072	-0.0141452469738699	nonDEG	OG0003361	K01039	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]
PSPTO_4310	2.39556815486763	4.42205246768448	-2.02648431281685	nonDEG	OG0000054	K02624	pcaR; IclR family transcriptional regulator, pca regulon regulatory protein
PSPTO_4312	7.28310934924812	9.98545398279191	-2.70234463354379	down	OG0000398	K03306	TC.PIT; inorganic phosphate transporter, PiT family
PSPTO_4313	2.8383163869738	3.44985195088311	-0.61153556390931	nonDEG	OG0004348		
PSPTO_4314	7.7113516402422	8.14461447064995	-0.43326283040775	nonDEG	OG0000338	K01433	purU; formyltetrahydrofolate deformylase [EC:3.5.1.10]
PSPTO_4315	9.43977628176409	9.05918074225541	0.380595539508679	nonDEG	OG0003880		
PSPTO_4316	7.25590520570665	6.94107622588847	0.31482897981818	nonDEG	OG0002494	K01141	sbcB; exodeoxyribonuclease I [EC:3.1.11.1]
PSPTO_4317	3.49934641014657	5.39261148266161	-1.89326507251504	down	OG0001712		
PSPTO_4318	3.09206402218552	5.30434843702404	-2.21228441483852	down	OG0002056		
PSPTO_4319	3.74842894486166	5.56758342536038	-1.81915448049872	down	OG0003881		
PSPTO_4320	4.25617413580494	6.37927641232359	-2.12310227651865	down	OG0003882		
PSPTO_4321	8.74859198015782	9.50203472766513	-0.753442747507311	nonDEG	OG0005683		
PSPTO_4322	7.90114965178912	8.1505145235626	-0.249364871773481	nonDEG	OG0003847		
PSPTO_4323	6.79355419347201	7.18329438597171	-0.389740192499699	nonDEG	OG0007154		
PSPTO_4324	4.31907321010984	4.99790362989374	-0.6788304197839	nonDEG			
PSPTO_4325	5.69730672121943	6.27381004663336	-0.57650332541393	nonDEG			
PSPTO_4326	2.97572297833751	5.47039108072645	-2.49466810238894	down	OG0006542		
PSPTO_4327	1.78224339436355	4.04980650744328	-2.26756311307973	nonDEG			
PSPTO_4328	3.75564423643001	3.63260615662395	0.12303807980606	nonDEG	OG0000577	K07497	putative transposase
PSPTO_4329	4.19287795697066	5.8056844947507	-1.61280653778004	down	OG0004740		
PSPTO_4331	0.257532082564721	-2.20124878256442	2.45878086512914	nonDEG			
PSPTO_4332	5.35870368079555	3.83885743703387	1.51984624376168	nonDEG	OG0004027	K06915	uncharacterized protein
PSPTO_4333	5.5337868251009	4.27671851209739	1.25706831300351	up	OG0000151	K03924	moxR; MoxR-like ATPase [EC:3.6.3.-]
PSPTO_4334	4.60501113987223	4.68142020900416	-0.0764090691319295	nonDEG	OG0000260		
PSPTO_4335	4.88429982152269	4.88950425749381	-0.00520443597111964	nonDEG	OG0002750		
PSPTO_4336	3.32932901637627	4.49693708542588	-1.16760806904961	nonDEG	OG0003883		
PSPTO_4337	9.35251066918018	8.89226663913151	0.460244030048671	nonDEG	OG0000471	K00873	PK; pyruvate kinase [EC:2.7.1.40]
PSPTO_4338	3.02829389056511	5.41999873318023	-2.39170484261512	down	OG0003517		
PSPTO_4339	6.76711431321016	7.27373124882321	-0.506616935613049	nonDEG	OG0001582	K01676	E4.2.1.2A; fumarate hydratase, class I [EC:4.2.1.2]
PSPTO_4340	5.5643025706289	6.45282225297674	-0.88851968234784	nonDEG	OG0001915	K11021	tccC; insecticidal toxin complex protein TccC
PSPTO_4342	3.05398933839455	4.82417314809673	-1.77018380970218	nonDEG			
PSPTO_4343	3.04985582520375	5.18189728374722	-2.13204145854347	down			
PSPTO_4344	4.76323245361818	6.02444434906929	-1.26121189545111	nonDEG	OG0001915	K11021	tccC; insecticidal toxin complex protein TccC
PSPTO_4346	2.70575337320456	4.59353014078873	-1.88777676758417	nonDEG			
PSPTO_4348	3.08326381904126	5.00757061528213	-1.92430679624087	nonDEG	OG0004932		
PSPTO_4349	4.66723652180719	5.92538869292022	-1.25815217111303	nonDEG	OG0000319	K06131	clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]
PSPTO_4350	5.72001000682017	6.17888063118182	-0.45887062436165	nonDEG	OG0003362		
PSPTO_4351	3.07562136664422	2.16682770889629	0.90879365774793	nonDEG	OG0003807		
PSPTO_4352	6.98176754100449	6.5065531326644	0.47521440834009	nonDEG	OG0000653		
PSPTO_4353	1.3504345833993	1.6821135198714	-0.3316789364721	nonDEG	OG0001543	K22310	olsB; L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]
PSPTO_4354	1.4125904073376	2.09603348164877	-0.68344307431117	nonDEG	OG0001984	K22617	olsA; lyso-ornithine lipid O-acyltransferase [EC:2.3.1.270]
PSPTO_4355	5.57199135783724	4.53926697428608	1.03272438355116	nonDEG	OG0002414	K08682	acpH; acyl carrier protein phosphodiesterase [EC:3.1.4.14]
PSPTO_4356	6.05938374786668	4.82094950817895	1.23843423968773	up	OG0000048	K03892	arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor
PSPTO_4357	4.36517750532752	3.95981205876805	0.40536544655947	nonDEG	OG0000158	K19577	ydhP; MFS transporter, DHA1 family, inner membrane transport protein
PSPTO_4358	7.25218495087593	6.78401511282796	0.468169838047969	nonDEG	OG0000129	K10680	nemA; N-ethylmaleimide reductase [EC:1.-.-.-]
PSPTO_4359	8.14865556189065	7.7283806875536	0.420274874337049	nonDEG	OG0003512		
PSPTO_4360	5.10270406079164	5.85468194320095	-0.751977882409309	nonDEG	OG0000681	K22320	oleD; 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412]
PSPTO_4361	4.52998856679933	4.37711612897982	0.15287243781951	nonDEG	OG0001852	K05596	iciA; LysR family transcriptional regulator, chromosome initiation inhibitor
PSPTO_4362	1.57335899704176	5.05960282721086	-3.4862438301691	down	OG0001526	K06895	lysE; L-lysine exporter family protein LysE/ArgO
PSPTO_4363	12.4440770806811	14.0945027307686	-1.6504256500875	down	OG0000345	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
PSPTO_4365	5.90893799423494	7.41693130332947	-1.50799330909453	down	OG0000002	K21023	mucR; diguanylate cyclase [EC:2.7.7.65]
PSPTO_4366	9.62038751593591	9.88073105302274	-0.260343537086831	nonDEG	OG0003062	K07231	putative iron-regulated protein
PSPTO_4367	4.9786276948945	6.48659838133034	-1.50797068643584	down	OG0002751		
PSPTO_4368	6.09039948604595	4.84891085809058	1.24148862795537	up	OG0003064	K07338	uncharacterized protein
PSPTO_4369	4.4318583758318	4.47859449303083	-0.0467361171990293	nonDEG	OG0003065	K09947	uncharacterized protein
PSPTO_4370	7.32111775739069	5.9619865781589	1.35913117923179	up	OG0003884		
PSPTO_4371	6.21240951370366	3.63839450321689	2.57401501048677	up	OG0003520		
PSPTO_4372	7.42191637938403	4.87275242134204	2.54916395804199	up	OG0002187		
PSPTO_4373	4.50359154839147	6.66338046884478	-2.15978892045331	down	OG0001583		
PSPTO_4374	6.45363582512982	6.36515983554033	0.0884759895894902	nonDEG	OG0001222		
PSPTO_4375	5.14240701479576	3.19539425943531	1.94701275536045	up	OG0002257	K12978	lpxF; lipid A 4'-phosphatase [EC:3.1.3.-]
PSPTO_4376	9.45101214746079	11.9089326379761	-2.45792049051531	down	OG0000764	K04077	groEL; chaperonin GroEL
PSPTO_4377	6.64744529956586	8.57595139042885	-1.92850609086299	down	OG0001112	K04078	groES; chaperonin GroES
PSPTO_4378	1.75430515740257	5.94682783435189	-4.19252267694932	down			
PSPTO_4379	5.56385249252913	6.0044757584633	-0.44062326593417	nonDEG	OG0002258	K07113	fxsA; UPF0716 protein FxsA
PSPTO_4380	5.43391034857397	7.41109361022059	-1.97718326164662	down	OG0000001	K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
PSPTO_4381	6.74241389309702	6.48913151362286	0.25328237947416	nonDEG	OG0003522		
PSPTO_4382	1.11884210160418	1.75402081591509	-0.63517871431091	nonDEG	OG0001331	K07443	ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein
PSPTO_4383	5.19856302145219	7.26457188158611	-2.06600886013392	down	OG0001455	K08218	ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
PSPTO_4384	1.56086344668684	5.31276122921688	-3.75189778253004	down			
PSPTO_4385	7.15281646221383	8.1897245246477	-1.03690806243387	down	OG0000208	K11904	vgrG; type VI secretion system secreted protein VgrG
PSPTO_4386	3.79405517264393	5.63611467181115	-1.84205949916722	down			
PSPTO_4387	3.94214641144639	3.84782458008012	0.0943218313662699	nonDEG			
PSPTO_4388	2.90790311750286	2.85049972498763	0.05740339251523	nonDEG			
PSPTO_4389	0.860540897333535	3.7025306168074	-2.84198971947387	down	OG0000138		
PSPTO_4392	6.07057898730904	6.71362483497785	-0.64304584766881	nonDEG	OG0000103	K22044	ybiO; moderate conductance mechanosensitive channel
PSPTO_4393	6.40465612028582	6.94292350681628	-0.53826738653046	nonDEG	OG0001329	K09767	yajQ; cyclic-di-GMP-binding protein
PSPTO_4394	6.238878434457	6.77531546719257	-0.53643703273557	nonDEG	OG0002493	K00077	panE; 2-dehydropantoate 2-reductase [EC:1.1.1.169]
PSPTO_4395	6.83306925686575	7.39714500682846	-0.56407574996271	nonDEG	OG0002017		
PSPTO_4396	5.46523230677101	4.33321915608615	1.13201315068486	up	OG0001330	K00798	MMAB; cob(I)alamin adenosyltransferase [EC:2.5.1.17]
PSPTO_4397	3.73127908662188	4.81864835209235	-1.08736926547047	nonDEG	OG0000055	K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
PSPTO_4398	5.74985209441273	5.65995148992369	0.0899006044890402	nonDEG	OG0001638	K00799	GST; glutathione S-transferase [EC:2.5.1.18]
PSPTO_4399	6.50210823219123	7.46481816088269	-0.96270992869146	nonDEG	OG0001711	K00620	argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
PSPTO_4400	9.4915377381551	10.8927439509167	-1.4012062127616	down	OG0000618	K03070	secA; preprotein translocase subunit SecA
PSPTO_4401	6.18549945143982	6.15474833233878	0.0307511191010397	nonDEG	OG0002749		
PSPTO_4402	7.81430387259654	6.55847678918436	1.25582708341218	up	OG0001430	K02535	lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
PSPTO_4403	10.0439102054441	7.88583890888029	2.15807129656381	up	OG0000741	K03531	ftsZ; cell division protein FtsZ
PSPTO_4404	7.94574263214841	7.49203202761172	0.45371060453669	nonDEG	OG0001194	K03590	ftsA; cell division protein FtsA
PSPTO_4405	4.82970464285672	5.88442259268979	-1.05471794983307	down	OG0001820	K03589	ftsQ; cell division protein FtsQ
PSPTO_4406	6.22309450963292	7.31350653369008	-1.09041202405716	down	OG0000504	K01921	ddl; D-alanine-D-alanine ligase [EC:6.3.2.4]
PSPTO_4407	7.17660077176027	7.95700438043156	-0.780403608671291	nonDEG	OG0000908	K01924	murC; UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8]
PSPTO_4408	5.9729957130304	6.78918641643713	-0.81619070340673	nonDEG	OG0000907	K02563	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
PSPTO_4409	5.76787415161007	7.78436364727178	-2.01648949566171	down	OG0000178	K03588	ftsW; cell division protein FtsW
PSPTO_4410	7.48899747570962	8.49785356878675	-1.00885609307713	down	OG0000906	K01925	murD; UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9]
PSPTO_4411	5.43953916276513	7.21092445435653	-1.7713852915914	down	OG0000740	K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]
PSPTO_4412	7.58309474231516	8.54041223745672	-0.957317495141561	nonDEG	OG0000739	K01929	murF; UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10]
PSPTO_4413	6.98362995454552	8.18812634670897	-1.20449639216345	down	OG0000662	K01928	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]
PSPTO_4414	8.01102168172672	9.12889684585613	-1.11787516412941	down	OG0000604	K03587	ftsI; cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4]
PSPTO_4415	3.64419667869998	4.08004696460445	-0.43585028590447	nonDEG	OG0002011	K03586	ftsL; cell division protein FtsL
PSPTO_4416	7.12517311715312	8.26684456132362	-1.1416714441705	down	OG0001056	K03438	mraW; 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
PSPTO_4417	7.31071571651489	7.1139796711397	0.19673604537519	nonDEG	OG0001429	K03925	mraZ; MraZ protein
PSPTO_4418	5.09872952582667	4.44778346740479	0.65094605842188	nonDEG	OG0000905	K07056	rsmI; 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
PSPTO_4419	9.64803343733311	10.127625947592	-0.47959251025889	nonDEG	OG0002445	K07121	uncharacterized protein
PSPTO_4420	4.66508127404918	5.51605155301166	-0.85097027896248	nonDEG	OG0001055	K07460	yraN; putative endonuclease
PSPTO_4421	6.10819608166333	7.3019825845148	-1.19378650285147	down	OG0002205	K03271	gmhA; D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]
PSPTO_4422	5.96865534435498	4.78312306601726	1.18553227833772	up	OG0000603	K04065	osmY; hyperosmotically inducible periplasmic protein
PSPTO_4423	6.64183613940262	4.7834262854718	1.85840985393082	up	OG0002003	K03600	sspB; stringent starvation protein B
PSPTO_4424	2.23839130730969	2.82597564822285	-0.58758434091316	nonDEG	OG0002002	K03599	sspA; stringent starvation protein A
PSPTO_4425	5.85608256427738	6.77217715505456	-0.91609459077718	nonDEG	OG0001054	K02996	RP-S9; small subunit ribosomal protein S9
PSPTO_4426	9.40884310120803	9.27481397490992	0.13402912629811	nonDEG	OG0000899	K02871	RP-L13; large subunit ribosomal protein L13
PSPTO_4427	6.51181523449795	7.42752343126978	-0.915708196771829	nonDEG	OG0000020	K07506	AraC family transcriptional regulator
PSPTO_4428	4.24238048743593	7.39990428484183	-3.1575237974059	down	OG0000418	K06916	zapE; cell division protein ZapE
PSPTO_4429	6.45439411463607	6.24275496834205	0.21163914629402	nonDEG	OG0000736	K01867	WARS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]
PSPTO_4430	5.47857846030827	5.04300817942099	0.435570280887281	nonDEG	OG0001556	K07018	uncharacterized protein
PSPTO_4431	9.47038193225673	8.89549445871302	0.57488747354371	nonDEG	OG0003414	K09908	uncharacterized protein
PSPTO_4432	7.98317588292513	7.80339527595799	0.17978060696714	nonDEG	OG0001192	K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
PSPTO_4433	8.12520000472883	7.36330836719673	0.7618916375321	nonDEG	OG0001191	K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]
PSPTO_4434	5.48674045653822	5.27748843927966	0.20925201725856	nonDEG	OG0001999		
PSPTO_4435	6.21942343675709	7.11684303592913	-0.89741959917204	nonDEG	OG0000163	K04771	degP; serine protease Do [EC:3.4.21.107]
PSPTO_4436	6.87039105390402	4.63237017400518	2.23802087989884	up	OG0001733		
PSPTO_4437	6.88985775284547	7.24729993582941	-0.357442182983941	nonDEG	OG0000245	K00817	hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
PSPTO_4438	7.12701805762303	7.0793009793997	0.0477170782233305	nonDEG	OG0000661	K00013	hisD; histidinol dehydrogenase [EC:1.1.1.23]
PSPTO_4439	6.46061554912643	7.44321774511905	-0.982602195992619	nonDEG	OG0000902	K00765	hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]
PSPTO_4441	7.98414076126132	8.26245564217639	-0.27831488091507	nonDEG	OG0000602	K00790	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]
PSPTO_4442	7.47021564205458	8.57676943558551	-1.10655379353093	down	OG0000484	K05527	bolA; BolA family transcriptional regulator, general stress-responsive regulator
PSPTO_4443	4.19368182286055	5.2181010329054	-1.02441921004485	nonDEG	OG0003004	K07122	mlaB; phospholipid transport system transporter-binding protein
PSPTO_4444	6.90419929806175	6.15404987490232	0.75014942315943	nonDEG	OG0001818	K07323	mlaC; phospholipid transport system substrate-binding protein
PSPTO_4445	6.09798708044728	6.86066229672985	-0.76267521628257	nonDEG	OG0001428	K02067	mlaD; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein
PSPTO_4446	5.11481497352834	5.15725300687452	-0.0424380333461807	nonDEG	OG0000469	K02066	mlaE; phospholipid/cholesterol/gamma-HCH transport system permease protein
PSPTO_4447	6.13306229555153	5.67839916526649	0.45466313028504	nonDEG	OG0002010	K02065	mlaF; phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein
PSPTO_4448	6.50595060179535	8.16876054924479	-1.66280994744944	down	OG0000601	K06041	kdsD; arabinose-5-phosphate isomerase [EC:5.3.1.13]
PSPTO_4449	3.72139350582199	5.8577894729352	-2.13639596711321	down	OG0001307	K03270	kdsC; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]
PSPTO_4450	4.74456272556834	7.30629536313328	-2.56173263756494	down	OG0002009	K11719	lptC; lipopolysaccharide export system protein LptC
PSPTO_4451	8.75075630747838	7.83817169125043	0.912584616227949	nonDEG	OG0001817	K09774	lptA; lipopolysaccharide export system protein LptA
PSPTO_4452	7.03513715202249	6.3437690595714	0.69136809245109	nonDEG	OG0000065	K06861	lptB; lipopolysaccharide export system ATP-binding protein [EC:3.6.3.-]
PSPTO_4453	9.19095796526837	9.20507688371237	-0.0141189184440016	nonDEG	OG0000660	K03092	rpoN; RNA polymerase sigma-54 factor
PSPTO_4454	10.4519761895088	8.22164176340473	2.23033442610407	up	OG0000737	K05808	yhbH; putative sigma-54 modulation protein
PSPTO_4455	7.09234581873261	7.18855738120238	-0.0962115624697706	nonDEG	OG0001680	K02806	PTS-Ntr-EIIA; PTS system, nitrogen regulatory IIA component [EC:2.7.1.-]
PSPTO_4456	7.18245601675913	7.36617214522206	-0.18371612846293	nonDEG	OG0001306	K06958	rapZ; RNase adapter protein RapZ
PSPTO_4457	6.8796821540121	8.63451327487997	-1.75483112086787	down	OG0000506	K11189	PTS-HPR; phosphocarrier protein
PSPTO_4458	0.431445760148822	-0.125610747202726	0.557056507351548	nonDEG			
PSPTO_4459	1.39148383148563	0.730131351218393	0.661352480267237	nonDEG	OG0000345	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]
PSPTO_4460	1.83771022352358	0.590278962357962	1.24743126116562	nonDEG	OG0004317		
PSPTO_4461	4.41825187725124	2.13568344447958	2.28256843277166	nonDEG	OG0000205	K01679	E4.2.1.2B; fumarate hydratase, class II [EC:4.2.1.2]
PSPTO_4462	1.42981810264628	-0.00231588667872567	1.43213398932501	nonDEG	OG0004316		
PSPTO_4463	6.19839740459349	7.12502457037495	-0.92662716578146	nonDEG	OG0002008	K03592	pmbA; PmbA protein
PSPTO_4464	6.84101287690427	6.64447297987243	0.19653989703184	nonDEG	OG0002007	K09889	yjgA; ribosome-associated protein
PSPTO_4465	4.55888690937749	5.1950398903954	-0.63615298101791	nonDEG	OG0002006	K03568	tldD; TldD protein
PSPTO_4466	6.71314966727002	7.60853738754404	-0.895387720274019	nonDEG	OG0000095	K13566	NIT2; omega-amidase [EC:3.5.1.3]
PSPTO_4467	6.70985694307701	7.90180795330759	-1.19195101023058	down	OG0002202		
PSPTO_4468	7.25221200330153	8.40974954411813	-1.1575375408166	down	OG0000378	K08301	rng; ribonuclease G [EC:3.1.26.-]
PSPTO_4469	4.65303159118288	6.41240444786704	-1.75937285668416	down	OG0000299	K06287	maf; septum formation protein
PSPTO_4470	3.02860948361096	5.98749695430513	-2.95888747069417	down	OG0002005	K03571	mreD; rod shape-determining protein MreD
PSPTO_4471	7.10483337135049	8.72322464975816	-1.61839127840767	down	OG0001193	K03570	mreC; rod shape-determining protein MreC
