	Actinobacteria1	Actinobacteria2	Alphaproteobacteria	Bacillales	Bacteroidetes	Burkholderiales	Pseudomonas	Xanthomonadaceae
OG0006954||								
OG0004597||								
OG0005476||								
OG0007085||								
OG0005628||								
OG0004667||								
OG0004717||								
OG0005629||								
OG0002105||								
OG0004722|K08999|uncharacterized protein	PA							
OG0006955||								
OG0005630||								
OG0004718||								
OG0005631||								
OG0001801|K06374|spmB; spore maturation protein B								
OG0003990|K01201|GBA; glucosylceramidase [EC:3.2.1.45]				PA	PA			
OG0005632||								
OG0007111||								
OG0007086|K01190|lacZ; beta-galactosidase [EC:3.2.1.23]			PA	PA	PA	PA		PA
OG0007087||								
OG0003138|K01181|E3.2.1.8; endo-1,4-beta-xylanase [EC:3.2.1.8]			PA		PA	PA	PA	PA
OG0005633|K01195|uidA; beta-glucuronidase [EC:3.2.1.31]	PA				PA			
OG0005047||								
OG0004270||								
OG0004580||								
OG0004002|K01206|FUCA; alpha-L-fucosidase [EC:3.2.1.51]	PA		PA		PA	PA		PA
OG0005636||								
OG0004719||								
OG0005659||								
OG0002854||								
OG0004720||								
OG0002917||								
OG0005637||								
OG0005638||								
OG0004178|K05522|nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]					PA	PA		
OG0005311||								
OG0004721||								
OG0005639||								
OG0004576||								
OG0004179||								
OG0005477||								
OG0003789||								
OG0007090||								
OG0005478||								
OG0002016||								
OG0004723||								
OG0005479||								
OG0007091||								
OG0004724||								
OG0004668||								
OG0005641||								
OG0005642||								
OG0003192|K13051|iaaA; beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]	PA							
OG0002207|K06970|rlmF; 23S rRNA (adenine1618-N6)-methyltransferase [EC:2.1.1.181]								
OG0004419||								
OG0005643|K02621|parC; topoisomerase IV subunit A [EC:5.99.1.-]								
OG0006956||								
OG0004669||								
OG0003940|K11750|frsA; esterase FrsA [EC:3.1.-.-]		PA						
OG0004726||								
OG0005650||								
OG0007092||								
OG0003682|K07486|transposase			PA			PA		PA
OG0005511||								
OG0005480||								
OG0006739||								
OG0005512||								
OG0005644||								
OG0004661||								
OG0005645||								
OG0007093||								
OG0007094||								
OG0007095||								
OG0007096||								
OG0005646||								
OG0001740||								
OG0007114||								
OG0004725||								
OG0007097||								
OG0005453||								
OG0007098|K20885|beta-1								
OG0006957||								
OG0004098||								
OG0007099|K00845|glk; glucokinase [EC:2.7.1.2]			PA		PA	PA		
OG0006958||								
OG0004625|K01815|kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]			PA		PA	PA		PA
OG0004097|K07025|putative hydrolase of the HAD superfamily			PA			PA		
OG0005647|K19271|catA; chloramphenicol O-acetyltransferase type A [EC:2.3.1.28]				PA				
OG0004878||								
OG0007100||								
OG0006959||								
OG0006960||								
OG0005513||								
OG0002126|K03802|cphA; cyanophycin synthetase [EC:6.3.2.29 6.3.2.30]					PA			
OG0005481||								
OG0004727||								
OG0006961||								
OG0003696|K01512|acyP; acylphosphatase [EC:3.6.1.7]			PA				PA	
OG0005651||								
OG0005482||								
OG0005483||								
OG0004111||								
OG0006738||								
OG0004152||								
OG0004671||								
OG0006962||								
OG0005508||								
OG0005652||								
OG0005514|K17686|copA; Cu+-exporting ATPase [EC:3.6.3.54]		PA	PA				PA	PA
OG0006963||								
OG0005484|K00241|sdhC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit								
OG0003205|K07491|putative transposase				PA			PA	
OG0002263|K08312|nudE; ADP-ribose diphosphatase [EC:3.6.1.-]								
OG0006964||								
OG0003716||								
OG0004660||								
OG0005485||								
OG0003200||								
OG0005486||								
OG0003132||								
OG0006376||								
OG0002861||								
OG0006377||								
OG0004674|K07005|uncharacterized protein		PA	PA					
OG0004972|K07504|predicted type IV restriction endonuclease	PA	PA			PA	PA		
OG0006982||								
OG0003206||								
OG0006965||								
OG0005351||								
OG0006966||								
OG0003894||								
OG0004676|K03405|chlI; magnesium chelatase subunit I [EC:6.6.1.1]	PA							
OG0004545||								
OG0004677||								
OG0003899||								
OG0005487|K01719|hemD; uroporphyrinogen-III synthase [EC:4.2.1.75]			PA					
OG0005488||								
OG0005489||								
OG0004678||								
OG0006967||								
OG0004629||								
OG0004679||								
OG0006969||								
OG0003888|K21001|pslH; polysaccharide biosynthesis protein PslH								
OG0005490||								
OG0005491||								
OG0004096||								
OG0002991|K00209|fabV; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]							PA	
OG0004126||								
OG0005492||								
OG0006970||								
OG0002742||								
OG0004036|K15746|crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]								
OG0005493||								
OG0006971||								
OG0004681|K21572|susD; starch-binding outer membrane protein, SusD/RagB family								
OG0004682|K21571|susE_F; starch-binding outer membrane protein SusE/F								
OG0006983||								
OG0004683||								
OG0005494||								
OG0005459||								
OG0006984||								
OG0006972||								
OG0003187||								
OG0004154||								
OG0003718||								
OG0004118||								
OG0005515||								
OG0005496||								
OG0005497||								
OG0005498||								
OG0006973||								
OG0005499||								
OG0006974|K06929|uncharacterized protein		PA	PA		PA			
OG0005509||								
OG0004662||								
OG0005460||								
OG0001729||								
OG0006975||								
OG0006976||								
OG0005500||								
OG0005281||								
OG0006375||								
OG0006977||								
OG0003188|K21574|susB; glucan 1,4-alpha-glucosidase [EC:3.2.1.3]								
OG0005501||								
OG0007102||								
OG0006978||								
OG0007101|K03088|rpoE; RNA polymerase sigma-70 factor, ECF subfamily			PA		PA			PA
OG0007548||								
OG0007549||								
OG0004772||								
OG0007502||								
OG0007572||								
OG0005762||								
OG0005923||								
OG0007550|K01233|csn; chitosanase [EC:3.2.1.132]				PA	PA			
OG0007551||								
OG0002952||								
OG0005146||								
OG0000384||								
OG0007552||								
OG0007553||								
OG0007554||								
OG0005540||								
OG0006764||								
OG0007573||								
OG0000701|K01150|endA; deoxyribonuclease I [EC:3.1.21.1]						PA		
OG0007555||								
OG0003891||								
OG0004766||								
OG0007556||								
OG0004876||								
OG0005627||								
OG0003731||								
OG0007557|K05995|pepE; dipeptidase E [EC:3.4.13.21]		PA	PA					
OG0004773||								
OG0005464||								
OG0005458|K16937|doxD; thiosulfate dehydrogenase [quinone] large subunit [EC:1.8.5.2]					PA			
OG0005444|K06934|uncharacterized protein			PA		PA	PA		
OG0007558|K11927|rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]			PA			PA		
OG0007559||								
OG0007560||								
OG0005759||								
OG0007561||								
OG0000993||								
OG0004201||								
OG0007635||								
OG0005626||								
OG0000577|K07497|putative transposase	PA	PA	PA			PA	PA	
OG0007563||								
OG0007565||								
OG0004202||								
OG0005760||								
OG0007636||								
OG0007569||								
OG0005932||								
OG0005761|K07225|hmuS; putative hemin transport protein		PA	PA		PA	PA	PA	
OG0007570||								
OG0003542|K07114|yfbK; Ca-activated chloride channel homolog			PA	PA				
OG0004032||								
OG0001561|K19294|algI; alginate O-acetyltransferase complex protein AlgI						PA		
OG0005582||								
OG0007574||								
OG0007575|K00869|E2.7.1.36; mevalonate kinase [EC:2.7.1.36]					PA			
OG0007576||								
OG0007577|K05982|E3.1.21.7; deoxyribonuclease V [EC:3.1.21.7]	PA				PA			
OG0007590||								
OG0006063||								
OG0005223||								
OG0005763||								
OG0007580||								
OG0005674||								
OG0004776||								
OG0001617||								
OG0007581||								
OG0007582||								
OG0007503||								
OG0007584||								
OG0007585||								
OG0007504|K00648|fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]		PA					PA	
OG0007586||								
OG0007587||								
OG0007505||								
OG0007506||								
OG0007588||								
OG0007591||								
OG0005589||								
OG0004628|K01235|aguA; alpha-glucuronidase [EC:3.2.1.139]					PA			
OG0002391|K07182|CBS domain-containing protein		PA				PA		
OG0007507|K00647|fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]			PA		PA	PA		
OG0004774||								
OG0007508||								
OG0002472|K02078|acpP; acyl carrier protein					PA		PA	
OG0007637|K21572|susD; starch-binding outer membrane protein, SusD/RagB family								
OG0004568||								
OG0007509||								
OG0007592||								
OG0005744||								
OG0007510||								
OG0004767|K19200|IAL; isopenicillin-N N-acyltransferase like protein			PA					
OG0002075|K09516|RETSAT; all-trans-retinol 13,14-reductase [EC:1.3.99.23]								
OG0005765||								
OG0007511|K01745|hutH; histidine ammonia-lyase [EC:4.3.1.3]		PA	PA			PA		
OG0007594||								
OG0007512||								
OG0007595||								
OG0005766||								
OG0005767||								
OG0003218||								
OG0007596||								
OG0007638||								
OG0007597||								
OG0005363||								
OG0005372||								
OG0004200||								
OG0007260||								
OG0003288|K07116|pvdQ; acyl-homoserine-lactone acylase [EC:3.5.1.97]						PA		
OG0004556||								
OG0007598||								
OG0007599||								
OG0007600||								
OG0007601||								
OG0007602||								
OG0007603|K07025|putative hydrolase of the HAD superfamily			PA			PA		
OG0007057|K09776|uncharacterized protein					PA			
OG0004520|K03924|moxR; MoxR-like ATPase [EC:3.6.3.-]	PA		PA			PA		
OG0007639|K01154|hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]	PA	PA			PA			
OG0003272|K07263|pqqL; zinc protease [EC:3.4.24.-]						PA		PA
OG0005768||								
OG0004769||								
OG0007640||								
OG0007604||								
OG0007605||								
OG0003838||								
OG0007513||								
OG0004577||								
OG0007606||								
OG0007607||								
OG0002414|K08682|acpH; acyl carrier protein phosphodiesterase [EC:3.1.4.14]								
OG0004761||								
OG0006851||								
OG0003728||								
OG0004704||								
OG0001924||								
OG0003986||								
OG0007609||								
OG0007610||								
OG0007611||								
OG0002114|K09792|uncharacterized protein						PA		PA
OG0007634||								
OG0004429||								
OG0007514||								
OG0007641||								
OG0004009||								
OG0007613||								
OG0007614||								
OG0007615|K07402|xdhC; xanthine dehydrogenase accessory factor	PA		PA			PA		
OG0001010|K11903|hcp; type VI secretion system secreted protein Hcp			PA			PA		PA
OG0007617||								
OG0005770||								
OG0007618||								
OG0007633||								
OG0007619||								
OG0007621||								
OG0007622||								
OG0007623||								
OG0007624||								
OG0007126||								
OG0007625||								
OG0007626||								
OG0004579||								
OG0007627||								
OG0007628||								
OG0007629||								
OG0005771||								
OG0005253||								
OG0007630||								
OG0004018|K07074|uncharacterized protein		PA	PA		PA	PA	PA	
OG0007631||								
OG0006485||								
OG0007516||								
OG0005754|K13408|raxA; membrane fusion protein			PA				PA	PA
OG0005567||								
OG0007518|K01719|hemD; uroporphyrinogen-III synthase [EC:4.2.1.75]			PA					
OG0007519||								
OG0007520||								
OG0005547||								
OG0005755||								
OG0007532||								
OG0007521||								
OG0007499||								
OG0007522||								
OG0007523||								
OG0002724||								
OG0007533||								
OG0007524||								
OG0004521||								
OG0007525||								
OG0007526||								
OG0007527||								
OG0004091|K07341|doc; death on curing protein							PA	PA
OG0007500|K13766|liuC; methylglutaconyl-CoA hydratase [EC:4.2.1.18]			PA			PA		
OG0001775||								
OG0003664|K07559|kptA; putative RNA 2'-phosphotransferase [EC:2.7.1.-]			PA	PA	PA	PA		PA
OG0003657||								
OG0003180||								
OG0007529||								
OG0003161||								
OG0007530|K06940|uncharacterized protein			PA					
OG0007531||								
OG0005254|K07448|mrr; restriction system protein	PA	PA	PA					
OG0007536||								
OG0005756|K03455|TC.KEF; monovalent cation:H+ antiporter-2, CPA2 family			PA			PA		
OG0004590||								
OG0007537||								
OG0004770|K07001|NTE family protein	PA	PA	PA			PA		
OG0004441||								
OG0005753|K00973|E2.7.7.24; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	PA		PA			PA		
OG0007539||								
OG0005758||								
OG0007540|K06926|uncharacterized protein	PA	PA						
OG0007501||								
OG0005251||								
OG0007541||								
OG0007543||								
OG0004633||								
OG0007544||								
OG0007545|K06974|amzA; archaemetzincin [EC:3.4.-.-]					PA			
OG0004771||								
OG0007547||								
OG0007773||								
OG0003006||								
OG0007517||								
OG0006759|K13665|gumL; pyruvyltransferase								PA
OG0004090|K01256|pepN; aminopeptidase N [EC:3.4.11.2]								
OG0007727||								
OG0003276|K01083|E3.1.3.8; 3-phytase [EC:3.1.3.8]				PA				
OG0005764|K03179|ubiA; 4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39]	PA		PA					
OG0002994||								
OG0005517||								
OG0007089||								
OG0005520||								
OG0005769|K21572|susD; starch-binding outer membrane protein, SusD/RagB family								
OG0004639||								
OG0007688||								
OG0004690||								
OG0007770||								
OG0004593||								
OG0004939|K00469|MIOX; inositol oxygenase [EC:1.13.99.1]					PA			
OG0005681||								
OG0004051|K01183|E3.2.1.14; chitinase [EC:3.2.1.14]	PA			PA	PA			
OG0004535||								
OG0007738||								
OG0007761||								
OG0001935||								
OG0007760||								
OG0005169|K07052|uncharacterized protein	PA	PA	PA					
OG0002834|K07112|uncharacterized protein	PA		PA			PA	PA	
OG0004077||								
OG0007058||								
OG0003191|K01179|E3.2.1.4; endoglucanase [EC:3.2.1.4]		PA	PA			PA		PA
OG0005319||								
OG0007562||								
OG0004207||								
OG0005708||								
OG0001514|K08303|putative protease [EC:3.4.-.-]			PA			PA		
OG0002517||								
OG0007542||								
OG0006839||								
OG0004768||								
OG0007616||								
OG0006378||								
OG0003804||								
OG0004203|K19147|mcrC; 5-methylcytosine-specific restriction enzyme subunit McrC		PA						
OG0003736|K07452|mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]								
OG0006891||								
OG0007765||								
OG0005635||								
OG0007538||								
OG0003325||								
OG0005805||								
OG0003841|K15977|putative oxidoreductase			PA		PA			
OG0007564|K21572|susD; starch-binding outer membrane protein, SusD/RagB family								
OG0002829||								
OG0001245||								
OG0004588||								
OG0004290|K15977|putative oxidoreductase			PA		PA			
OG0006675|K01992|ABC-2.P; ABC-2 type transport system permease protein			PA				PA	
OG0007701||								
OG0002755|K01728|pel; pectate lyase [EC:4.2.2.2]				PA	PA	PA	PA	PA
OG0006999||								
OG0005222|K02839|prfH; peptide chain release factor					PA		PA	
OG0001936||								
OG0007749||								
OG0007568||								
OG0005417||								
OG0001968|K21712|gbpA; N-acetylglucosamine-binding protein A								
OG0007774||								
OG0001841||								
OG0005838||								
OG0007741||								
OG0002353||								
OG0004789||								
OG0002649|K06140|rnk; regulator of nucleoside diphosphate kinase			PA					
OG0004854||								
OG0004977||								
OG0006039|K01130|E3.1.6.1; arylsulfatase [EC:3.1.6.1]			PA		PA		PA	
OG0004738||								
OG0007753||								
OG0005338|K06893|uncharacterized protein			PA	PA	PA		PA	PA
OG0006495|K06893|uncharacterized protein			PA	PA	PA		PA	PA
OG0005245|K03655|recG; ATP-dependent DNA helicase RecG [EC:3.6.4.12]								
OG0007579||								
OG0002992|K18457|laaA; L-proline amide hydrolase [EC:3.5.1.101]		PA	PA				PA	PA
OG0005778|K06987|uncharacterized protein			PA		PA		PA	
OG0005366||								
OG0004598||								
OG0006651|K01198|xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]			PA		PA	PA		
OG0007583||								
OG0006408|K06443|lcyB; lycopene beta-cyclase [EC:5.5.1.19]	PA	PA	PA		PA			
OG0007191||								
OG0003926|K00452|HAAO; 3-hydroxyanthranilate 3,4-dioxygenase [EC:1.13.11.6]		PA			PA			
OG0005375||								
OG0007608||								
OG0007739||								
OG0005090|K10240|cebE; cellobiose transport system substrate-binding protein								
OG0007776||								
OG0003633||								
OG0006242||								
OG0003951|K03795|cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]						PA		
OG0002379||								
OG0005098||								
OG0006307||								
OG0006265||								
OG0006349||								
OG0007778||								
OG0006332||								
OG0006355||								
OG0004038|K16650|glft2; galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase [EC:2.4.1.288]								
